text,label
I can't sleep because of the fear. #398090,fear
I'm bursting with happiness! #60737,joy
I miss the good times we had. #182785,sadness
I'm disgusted by what I saw. #12679,disgust
I'm so thrilled about the news. #604155,joy
My heart aches with sorrow. #306185,sadness
I’m shocked and amazed! #406608,surprise
I can't believe this happened! #582052,anger
That was utterly revolting. #164182,disgust
I can't stop smiling. #297207,joy
I’m shocked and amazed! #452775,surprise
This is absolutely infuriating! #94625,anger
Tears keep falling from my eyes. #898881,sadness
How could they do this to me? #42587,anger
It's incredibly disturbing. #794269,disgust
I'm so furious about the situation. #295209,anger
I miss the good times we had. #880403,sadness
I can't stop smiling. #448503,joy
How could they do this to me? #400975,anger
That totally caught me off guard. #517534,surprise
I feel empty inside. #531787,sadness
This gives me chills down my spine. #918280,fear
I can't stop smiling. #784849,joy
I'm so furious about the situation. #523216,anger
I’m shocked and amazed! #62978,surprise
That was utterly revolting. #387674,disgust
Every little sound makes me jump. #711510,fear
That was utterly revolting. #132004,disgust
This is the best day of my life. #305263,joy
How could they do this to me? #475936,anger
That totally caught me off guard. #997590,surprise
That was utterly revolting. #284322,disgust
It's incredibly disturbing. #415770,disgust
I can't sleep because of the fear. #550563,fear
I’m shocked and amazed! #406987,surprise
I did not see that coming! #51911,surprise
What a pleasant surprise! #752752,surprise
I'm bursting with happiness! #988372,joy
I’m shocked and amazed! #978582,surprise
This is absolutely infuriating! #232774,anger
It's incredibly disturbing. #797682,disgust
I feel empty inside. #582547,sadness
I feel empty inside. #516386,sadness
My heart aches with sorrow. #265375,sadness
"Unbelievable, but true! #380562",surprise
Life is beautiful and I'm enjoying every moment. #2809,joy
I'm terrified of what might happen. #613354,fear
This makes my blood boil. #263032,anger
I can't believe this happened! #21719,anger
I'm terrified of what might happen. #893029,fear
That totally caught me off guard. #34466,surprise
I can't stop smiling. #647864,joy
That was utterly revolting. #199490,disgust
I'm so thrilled about the news. #676697,joy
I'm so thrilled about the news. #117753,joy
I’m shocked and amazed! #973596,surprise
This is absolutely infuriating! #717104,anger
I can't believe this happened! #542554,anger
How could they do this to me? #856633,anger
Nothing seems to matter anymore. #850937,sadness
I feel sick just thinking about it. #814298,disgust
"Unbelievable, but true! #399901",surprise
I'm so furious about the situation. #350084,anger
This gives me chills down my spine. #966025,fear
My heart aches with sorrow. #660747,sadness
I'm disgusted by what I saw. #995681,disgust
I'm bursting with happiness! #97612,joy
Every little sound makes me jump. #164476,fear
I can't stop smiling. #348591,joy
I'm bursting with happiness! #416783,joy
I'm so thrilled about the news. #505212,joy
This is absolutely infuriating! #713705,anger
Nothing seems to matter anymore. #875829,sadness
I'm so furious about the situation. #369354,anger
I’m shocked and amazed! #468897,surprise
What a pleasant surprise! #357218,surprise
I’m shocked and amazed! #285055,surprise
I can't sleep because of the fear. #201391,fear
What a pleasant surprise! #832940,surprise
I'm so scared right now. #268287,fear
Every little sound makes me jump. #354282,fear
It's incredibly disturbing. #685802,disgust
I'm terrified of what might happen. #138614,fear
Nothing seems to matter anymore. #123199,sadness
How could they do this to me? #254884,anger
I'm bursting with happiness! #593558,joy
I can't believe this happened! #43668,anger
This is the best day of my life. #609440,joy
This is absolutely infuriating! #893172,anger
I feel empty inside. #202183,sadness
I'm terrified of what might happen. #250654,fear
My heart aches with sorrow. #275391,sadness
That was utterly revolting. #374487,disgust
I can't sleep because of the fear. #184734,fear
This is so gross I can't handle it. #767956,disgust
I can't stop smiling. #74779,joy
I'm so furious about the situation. #767419,anger
It's incredibly disturbing. #938669,disgust
I’m shocked and amazed! #118396,surprise
This gives me chills down my spine. #433760,fear
Tears keep falling from my eyes. #881349,sadness
I’m shocked and amazed! #582953,surprise
I can't stop smiling. #835780,joy
Life is beautiful and I'm enjoying every moment. #387462,joy
This gives me chills down my spine. #386180,fear
This makes my blood boil. #144419,anger
I'm so scared right now. #721425,fear
I feel sick just thinking about it. #32851,disgust
What a pleasant surprise! #159775,surprise
I feel empty inside. #129292,sadness
Life is beautiful and I'm enjoying every moment. #389607,joy
I'm so thrilled about the news. #147549,joy
I'm disgusted by what I saw. #915061,disgust
I feel empty inside. #577872,sadness
I'm bursting with happiness! #529121,joy
I’m shocked and amazed! #797203,surprise
I'm so furious about the situation. #216174,anger
I'm so scared right now. #255034,fear
This is so gross I can't handle it. #365831,disgust
This is absolutely infuriating! #716841,anger
I'm so scared right now. #861462,fear
I feel sick just thinking about it. #753576,disgust
"Unbelievable, but true! #19787",surprise
What a pleasant surprise! #257093,surprise
This gives me chills down my spine. #273788,fear
It's incredibly disturbing. #203301,disgust
What a pleasant surprise! #497414,surprise
That totally caught me off guard. #260003,surprise
How could they do this to me? #45493,anger
This makes my blood boil. #405676,anger
Every little sound makes me jump. #451144,fear
"Unbelievable, but true! #140357",surprise
What a pleasant surprise! #731723,surprise
That totally caught me off guard. #371437,surprise
I'm so scared right now. #187629,fear
Every little sound makes me jump. #869468,fear
This is the best day of my life. #43383,joy
I'm bursting with happiness! #926871,joy
I can't stop smiling. #629780,joy
I can't believe this happened! #27535,anger
I feel empty inside. #716096,sadness
This makes my blood boil. #914110,anger
How could they do this to me? #393701,anger
Life is beautiful and I'm enjoying every moment. #941542,joy
I feel sick just thinking about it. #12317,disgust
That totally caught me off guard. #943404,surprise
That totally caught me off guard. #549471,surprise
I'm disgusted by what I saw. #671077,disgust
Nothing seems to matter anymore. #425114,sadness
I can't believe this happened! #320704,anger
That totally caught me off guard. #654563,surprise
I did not see that coming! #810509,surprise
This is absolutely infuriating! #798543,anger
Tears keep falling from my eyes. #146577,sadness
I’m shocked and amazed! #646465,surprise
I'm so thrilled about the news. #877922,joy
It's incredibly disturbing. #202538,disgust
I did not see that coming! #984044,surprise
I'm terrified of what might happen. #918413,fear
I'm so scared right now. #789451,fear
How could they do this to me? #473296,anger
I feel sick just thinking about it. #135123,disgust
I'm disgusted by what I saw. #448454,disgust
This gives me chills down my spine. #686631,fear
My heart aches with sorrow. #53416,sadness
I'm so furious about the situation. #697431,anger
I'm so scared right now. #306135,fear
I feel sick just thinking about it. #557881,disgust
Life is beautiful and I'm enjoying every moment. #76634,joy
I'm bursting with happiness! #960395,joy
I'm so thrilled about the news. #943809,joy
This is absolutely infuriating! #140213,anger
That was utterly revolting. #141919,disgust
My heart aches with sorrow. #50985,sadness
That was utterly revolting. #632283,disgust
I miss the good times we had. #632091,sadness
Every little sound makes me jump. #505133,fear
I'm disgusted by what I saw. #299549,disgust
I'm terrified of what might happen. #958819,fear
Every little sound makes me jump. #846705,fear
I’m shocked and amazed! #529013,surprise
I can't believe this happened! #904430,anger
"Unbelievable, but true! #840231",surprise
I miss the good times we had. #264807,sadness
It's incredibly disturbing. #997282,disgust
I'm bursting with happiness! #921734,joy
I feel sick just thinking about it. #393499,disgust
It's incredibly disturbing. #993196,disgust
I'm so furious about the situation. #327979,anger
I'm bursting with happiness! #19496,joy
That totally caught me off guard. #539821,surprise
I can't stop smiling. #57431,joy
Tears keep falling from my eyes. #145626,sadness
I can't believe this happened! #713567,anger
This gives me chills down my spine. #182913,fear
I'm so thrilled about the news. #854363,joy
I'm bursting with happiness! #749322,joy
Tears keep falling from my eyes. #594648,sadness
"Unbelievable, but true! #938238",surprise
I'm bursting with happiness! #781280,joy
I'm bursting with happiness! #351791,joy
Nothing seems to matter anymore. #119768,sadness
I'm so furious about the situation. #211161,anger
This is the best day of my life. #414141,joy
I did not see that coming! #346857,surprise
Nothing seems to matter anymore. #79310,sadness
I'm so scared right now. #419362,fear
That was utterly revolting. #865261,disgust
Nothing seems to matter anymore. #441295,sadness
It's incredibly disturbing. #30619,disgust
That was utterly revolting. #909947,disgust
It's incredibly disturbing. #699143,disgust
This is the best day of my life. #569310,joy
I miss the good times we had. #373966,sadness
I can't stop smiling. #167846,joy
I feel empty inside. #11261,sadness
That was utterly revolting. #843698,disgust
I'm bursting with happiness! #2116,joy
Every little sound makes me jump. #86582,fear
I'm disgusted by what I saw. #775321,disgust
Life is beautiful and I'm enjoying every moment. #827057,joy
I feel sick just thinking about it. #471352,disgust
I did not see that coming! #460545,surprise
Every little sound makes me jump. #282959,fear
"Unbelievable, but true! #618564",surprise
That totally caught me off guard. #902511,surprise
I'm disgusted by what I saw. #563718,disgust
This is the best day of my life. #283295,joy
What a pleasant surprise! #596846,surprise
I'm terrified of what might happen. #979608,fear
I'm so furious about the situation. #931524,anger
This is absolutely infuriating! #615477,anger
That totally caught me off guard. #69803,surprise
I can't sleep because of the fear. #140539,fear
I'm terrified of what might happen. #330392,fear
My heart aches with sorrow. #773362,sadness
I'm bursting with happiness! #654943,joy
I'm so furious about the situation. #706335,anger
I can't sleep because of the fear. #440494,fear
I'm so scared right now. #406253,fear
I feel sick just thinking about it. #812460,disgust
How could they do this to me? #626152,anger
This gives me chills down my spine. #822814,fear
I feel sick just thinking about it. #324928,disgust
"Unbelievable, but true! #884598",surprise
I'm terrified of what might happen. #385766,fear
My heart aches with sorrow. #573734,sadness
Life is beautiful and I'm enjoying every moment. #276371,joy
"Unbelievable, but true! #570491",surprise
What a pleasant surprise! #799787,surprise
I feel empty inside. #371756,sadness
My heart aches with sorrow. #551025,sadness
It's incredibly disturbing. #656056,disgust
Every little sound makes me jump. #645062,fear
I'm bursting with happiness! #994988,joy
I'm terrified of what might happen. #789733,fear
Every little sound makes me jump. #740274,fear
I feel empty inside. #697535,sadness
Life is beautiful and I'm enjoying every moment. #551905,joy
How could they do this to me? #549766,anger
I can't sleep because of the fear. #29835,fear
"Unbelievable, but true! #478003",surprise
This makes my blood boil. #727983,anger
This is absolutely infuriating! #585156,anger
I'm so thrilled about the news. #469450,joy
I can't stop smiling. #685660,joy
Life is beautiful and I'm enjoying every moment. #291969,joy
I'm so furious about the situation. #919691,anger
I can't stop smiling. #30812,joy
I'm so furious about the situation. #402179,anger
I’m shocked and amazed! #564028,surprise
My heart aches with sorrow. #819446,sadness
Nothing seems to matter anymore. #820200,sadness
"Unbelievable, but true! #163588",surprise
Life is beautiful and I'm enjoying every moment. #973978,joy
This is absolutely infuriating! #871201,anger
I'm bursting with happiness! #843486,joy
I'm disgusted by what I saw. #918229,disgust
Tears keep falling from my eyes. #168836,sadness
That totally caught me off guard. #361272,surprise
I'm bursting with happiness! #134429,joy
How could they do this to me? #199257,anger
My heart aches with sorrow. #820740,sadness
This is the best day of my life. #852354,joy
I'm disgusted by what I saw. #406512,disgust
Tears keep falling from my eyes. #532846,sadness
I miss the good times we had. #594465,sadness
This is so gross I can't handle it. #171721,disgust
I can't sleep because of the fear. #814183,fear
I'm disgusted by what I saw. #791740,disgust
Nothing seems to matter anymore. #780675,sadness
I'm so thrilled about the news. #895503,joy
This is absolutely infuriating! #775247,anger
Tears keep falling from my eyes. #463518,sadness
I'm so furious about the situation. #430991,anger
I'm so scared right now. #903388,fear
This makes my blood boil. #405527,anger
I'm bursting with happiness! #719265,joy
Nothing seems to matter anymore. #916028,sadness
This is so gross I can't handle it. #36623,disgust
Tears keep falling from my eyes. #490126,sadness
This is absolutely infuriating! #32944,anger
I'm so scared right now. #221765,fear
Tears keep falling from my eyes. #418694,sadness
I'm so furious about the situation. #510747,anger
I feel sick just thinking about it. #612314,disgust
I did not see that coming! #62045,surprise
That was utterly revolting. #808788,disgust
"Unbelievable, but true! #959019",surprise
This gives me chills down my spine. #351552,fear
This is absolutely infuriating! #628066,anger
I'm so scared right now. #902096,fear
That was utterly revolting. #318850,disgust
I’m shocked and amazed! #680778,surprise
I'm so furious about the situation. #860501,anger
Tears keep falling from my eyes. #341568,sadness
That totally caught me off guard. #402806,surprise
That was utterly revolting. #416229,disgust
I did not see that coming! #842197,surprise
What a pleasant surprise! #649404,surprise
This is absolutely infuriating! #249236,anger
Life is beautiful and I'm enjoying every moment. #632347,joy
I can't stop smiling. #909492,joy
I'm disgusted by what I saw. #944586,disgust
I’m shocked and amazed! #533670,surprise
That was utterly revolting. #129870,disgust
Every little sound makes me jump. #779837,fear
I'm so thrilled about the news. #914419,joy
I feel empty inside. #111131,sadness
I'm so thrilled about the news. #403011,joy
This is absolutely infuriating! #547343,anger
I can't stop smiling. #567047,joy
I'm so furious about the situation. #789648,anger
Nothing seems to matter anymore. #335904,sadness
I did not see that coming! #269582,surprise
Tears keep falling from my eyes. #372776,sadness
I'm terrified of what might happen. #262167,fear
This is the best day of my life. #667283,joy
Nothing seems to matter anymore. #550740,sadness
I’m shocked and amazed! #10333,surprise
I did not see that coming! #227778,surprise
I miss the good times we had. #794837,sadness
I can't believe this happened! #835654,anger
I'm so scared right now. #781158,fear
I'm bursting with happiness! #372575,joy
I can't believe this happened! #398959,anger
Nothing seems to matter anymore. #729929,sadness
Tears keep falling from my eyes. #145473,sadness
I feel empty inside. #225254,sadness
I'm disgusted by what I saw. #385147,disgust
Tears keep falling from my eyes. #983473,sadness
I'm so furious about the situation. #19286,anger
"Unbelievable, but true! #795735",surprise
Life is beautiful and I'm enjoying every moment. #641908,joy
Tears keep falling from my eyes. #712997,sadness
This gives me chills down my spine. #651767,fear
I’m shocked and amazed! #629929,surprise
My heart aches with sorrow. #129965,sadness
My heart aches with sorrow. #717659,sadness
What a pleasant surprise! #989851,surprise
This is the best day of my life. #852531,joy
Nothing seems to matter anymore. #273564,sadness
I'm disgusted by what I saw. #327185,disgust
Every little sound makes me jump. #921990,fear
What a pleasant surprise! #478239,surprise
I'm bursting with happiness! #973110,joy
It's incredibly disturbing. #132502,disgust
That totally caught me off guard. #801426,surprise
I miss the good times we had. #860335,sadness
I'm so furious about the situation. #111642,anger
What a pleasant surprise! #230506,surprise
I miss the good times we had. #651000,sadness
I'm so scared right now. #403136,fear
I'm so thrilled about the news. #715512,joy
My heart aches with sorrow. #52237,sadness
Life is beautiful and I'm enjoying every moment. #246721,joy
This is the best day of my life. #896436,joy
I feel sick just thinking about it. #976281,disgust
That totally caught me off guard. #768772,surprise
I'm terrified of what might happen. #135982,fear
I'm disgusted by what I saw. #750076,disgust
My heart aches with sorrow. #507459,sadness
I can't sleep because of the fear. #121733,fear
That totally caught me off guard. #123556,surprise
This makes my blood boil. #230176,anger
This is so gross I can't handle it. #737929,disgust
What a pleasant surprise! #109177,surprise
That totally caught me off guard. #172061,surprise
Nothing seems to matter anymore. #275085,sadness
I'm disgusted by what I saw. #319143,disgust
Life is beautiful and I'm enjoying every moment. #299735,joy
This is absolutely infuriating! #192859,anger
I feel sick just thinking about it. #602238,disgust
It's incredibly disturbing. #636414,disgust
Every little sound makes me jump. #983308,fear
I'm disgusted by what I saw. #392319,disgust
My heart aches with sorrow. #280994,sadness
This is the best day of my life. #284685,joy
This is the best day of my life. #1361,joy
What a pleasant surprise! #164559,surprise
That totally caught me off guard. #792162,surprise
I miss the good times we had. #31326,sadness
I'm bursting with happiness! #999414,joy
This gives me chills down my spine. #469741,fear
I'm so furious about the situation. #220031,anger
I'm so scared right now. #499802,fear
I'm terrified of what might happen. #610961,fear
I'm so scared right now. #911376,fear
I feel empty inside. #792095,sadness
I can't stop smiling. #866501,joy
I'm so scared right now. #675204,fear
My heart aches with sorrow. #258107,sadness
I'm terrified of what might happen. #957216,fear
This is absolutely infuriating! #53027,anger
I miss the good times we had. #680078,sadness
I miss the good times we had. #37605,sadness
My heart aches with sorrow. #404765,sadness
I can't stop smiling. #593962,joy
I'm terrified of what might happen. #286932,fear
I can't sleep because of the fear. #705918,fear
That was utterly revolting. #280969,disgust
Tears keep falling from my eyes. #772181,sadness
"Unbelievable, but true! #896094",surprise
I'm disgusted by what I saw. #980071,disgust
This is absolutely infuriating! #508859,anger
I'm so thrilled about the news. #834185,joy
That was utterly revolting. #421528,disgust
Tears keep falling from my eyes. #646492,sadness
I feel sick just thinking about it. #893166,disgust
I'm so scared right now. #449078,fear
I did not see that coming! #863130,surprise
This gives me chills down my spine. #998116,fear
I can't believe this happened! #971517,anger
I'm so scared right now. #644148,fear
Life is beautiful and I'm enjoying every moment. #275029,joy
Life is beautiful and I'm enjoying every moment. #249088,joy
This gives me chills down my spine. #321334,fear
This gives me chills down my spine. #88572,fear
This is absolutely infuriating! #168074,anger
My heart aches with sorrow. #531164,sadness
This is so gross I can't handle it. #665930,disgust
What a pleasant surprise! #173802,surprise
I'm bursting with happiness! #14709,joy
"Unbelievable, but true! #168749",surprise
I can't stop smiling. #44290,joy
I miss the good times we had. #901807,sadness
I did not see that coming! #884662,surprise
I'm so thrilled about the news. #505512,joy
I'm terrified of what might happen. #632178,fear
I can't sleep because of the fear. #84320,fear
I'm so thrilled about the news. #157854,joy
What a pleasant surprise! #685814,surprise
I did not see that coming! #500041,surprise
I feel sick just thinking about it. #619757,disgust
I'm so thrilled about the news. #96671,joy
I'm bursting with happiness! #983363,joy
I can't sleep because of the fear. #362998,fear
I'm so furious about the situation. #251939,anger
I feel sick just thinking about it. #789115,disgust
How could they do this to me? #814451,anger
Life is beautiful and I'm enjoying every moment. #145919,joy
How could they do this to me? #726696,anger
I can't sleep because of the fear. #947414,fear
This makes my blood boil. #183170,anger
I'm terrified of what might happen. #632176,fear
I’m shocked and amazed! #392894,surprise
I'm disgusted by what I saw. #541447,disgust
I can't sleep because of the fear. #580849,fear
It's incredibly disturbing. #875500,disgust
I’m shocked and amazed! #168037,surprise
I feel empty inside. #734653,sadness
That totally caught me off guard. #726606,surprise
This is so gross I can't handle it. #551985,disgust
I miss the good times we had. #488606,sadness
How could they do this to me? #688796,anger
Every little sound makes me jump. #444903,fear
I'm so furious about the situation. #39902,anger
I'm bursting with happiness! #138486,joy
What a pleasant surprise! #93189,surprise
I feel sick just thinking about it. #855726,disgust
This makes my blood boil. #663600,anger
I feel sick just thinking about it. #550562,disgust
Life is beautiful and I'm enjoying every moment. #154858,joy
I feel empty inside. #776313,sadness
I can't stop smiling. #664518,joy
I feel empty inside. #242341,sadness
This gives me chills down my spine. #517258,fear
This makes my blood boil. #662544,anger
This makes my blood boil. #23847,anger
That totally caught me off guard. #577930,surprise
I feel empty inside. #691339,sadness
I can't believe this happened! #1746,anger
This makes my blood boil. #442341,anger
I'm disgusted by what I saw. #362843,disgust
It's incredibly disturbing. #609276,disgust
This is so gross I can't handle it. #648274,disgust
Nothing seems to matter anymore. #397098,sadness
I can't stop smiling. #655454,joy
"Unbelievable, but true! #239931",surprise
What a pleasant surprise! #994014,surprise
This gives me chills down my spine. #430205,fear
This gives me chills down my spine. #720344,fear
Life is beautiful and I'm enjoying every moment. #715323,joy
I miss the good times we had. #381056,sadness
I feel sick just thinking about it. #128390,disgust
This makes my blood boil. #98290,anger
I'm terrified of what might happen. #585027,fear
This makes my blood boil. #138410,anger
I feel empty inside. #879844,sadness
I did not see that coming! #535466,surprise
I'm bursting with happiness! #552764,joy
I did not see that coming! #76525,surprise
This makes my blood boil. #283601,anger
Life is beautiful and I'm enjoying every moment. #625428,joy
I'm bursting with happiness! #36776,joy
How could they do this to me? #559707,anger
I did not see that coming! #60266,surprise
It's incredibly disturbing. #91256,disgust
I'm disgusted by what I saw. #241939,disgust
That was utterly revolting. #51441,disgust
Every little sound makes me jump. #768654,fear
I did not see that coming! #665921,surprise
This is so gross I can't handle it. #429855,disgust
This is absolutely infuriating! #971349,anger
I can't stop smiling. #124573,joy
I can't sleep because of the fear. #561364,fear
Life is beautiful and I'm enjoying every moment. #338020,joy
This is so gross I can't handle it. #554609,disgust
I can't sleep because of the fear. #139300,fear
This is the best day of my life. #313764,joy
How could they do this to me? #372116,anger
I can't stop smiling. #365411,joy
Tears keep falling from my eyes. #477005,sadness
I feel sick just thinking about it. #174793,disgust
I can't sleep because of the fear. #947763,fear
I'm so scared right now. #642076,fear
Nothing seems to matter anymore. #576948,sadness
This makes my blood boil. #922393,anger
My heart aches with sorrow. #325820,sadness
I did not see that coming! #718741,surprise
My heart aches with sorrow. #586779,sadness
My heart aches with sorrow. #874366,sadness
This is absolutely infuriating! #95217,anger
Every little sound makes me jump. #39140,fear
I can't believe this happened! #408609,anger
I feel empty inside. #906046,sadness
This makes my blood boil. #613004,anger
This makes my blood boil. #589676,anger
What a pleasant surprise! #164017,surprise
I'm so scared right now. #609607,fear
I can't believe this happened! #683407,anger
This is so gross I can't handle it. #300082,disgust
What a pleasant surprise! #640537,surprise
This makes my blood boil. #220628,anger
Tears keep falling from my eyes. #108231,sadness
I feel empty inside. #427333,sadness
That was utterly revolting. #838377,disgust
I'm terrified of what might happen. #38866,fear
I can't sleep because of the fear. #749784,fear
I can't believe this happened! #182409,anger
I can't stop smiling. #630427,joy
I feel sick just thinking about it. #357177,disgust
I can't believe this happened! #301360,anger
I'm so furious about the situation. #210225,anger
I'm disgusted by what I saw. #749904,disgust
I feel empty inside. #638889,sadness
I did not see that coming! #605329,surprise
I'm so thrilled about the news. #400359,joy
I feel empty inside. #686624,sadness
It's incredibly disturbing. #391538,disgust
I'm disgusted by what I saw. #589041,disgust
Nothing seems to matter anymore. #249988,sadness
How could they do this to me? #871592,anger
Nothing seems to matter anymore. #580965,sadness
I'm bursting with happiness! #5997,joy
This is so gross I can't handle it. #547577,disgust
I miss the good times we had. #494580,sadness
I'm so thrilled about the news. #27571,joy
This is the best day of my life. #388666,joy
How could they do this to me? #716700,anger
I'm so furious about the situation. #952005,anger
I did not see that coming! #648656,surprise
This is so gross I can't handle it. #376664,disgust
What a pleasant surprise! #586694,surprise
Every little sound makes me jump. #291492,fear
I'm so scared right now. #238117,fear
I'm disgusted by what I saw. #801116,disgust
This makes my blood boil. #933501,anger
Life is beautiful and I'm enjoying every moment. #51005,joy
I'm disgusted by what I saw. #844903,disgust
This is the best day of my life. #965126,joy
I can't believe this happened! #408934,anger
It's incredibly disturbing. #200202,disgust
I feel sick just thinking about it. #929289,disgust
I’m shocked and amazed! #316307,surprise
Every little sound makes me jump. #196482,fear
I’m shocked and amazed! #14692,surprise
This gives me chills down my spine. #128873,fear
This is so gross I can't handle it. #483753,disgust
I'm so furious about the situation. #398785,anger
I'm bursting with happiness! #181231,joy
I miss the good times we had. #281609,sadness
I'm bursting with happiness! #648554,joy
This is so gross I can't handle it. #55004,disgust
This is absolutely infuriating! #850000,anger
My heart aches with sorrow. #940905,sadness
I’m shocked and amazed! #776727,surprise
It's incredibly disturbing. #575524,disgust
What a pleasant surprise! #554271,surprise
I’m shocked and amazed! #963414,surprise
I feel sick just thinking about it. #825633,disgust
Nothing seems to matter anymore. #401512,sadness
Tears keep falling from my eyes. #544527,sadness
How could they do this to me? #474722,anger
I can't sleep because of the fear. #491118,fear
I can't believe this happened! #630872,anger
I can't sleep because of the fear. #844730,fear
How could they do this to me? #288059,anger
I'm terrified of what might happen. #670285,fear
I can't sleep because of the fear. #668564,fear
I'm terrified of what might happen. #321297,fear
That was utterly revolting. #709048,disgust
I feel empty inside. #294505,sadness
Every little sound makes me jump. #294148,fear
Life is beautiful and I'm enjoying every moment. #802420,joy
I'm so scared right now. #958414,fear
I'm so scared right now. #661093,fear
This gives me chills down my spine. #369755,fear
Nothing seems to matter anymore. #681964,sadness
I did not see that coming! #432632,surprise
I can't stop smiling. #286618,joy
Life is beautiful and I'm enjoying every moment. #582521,joy
That totally caught me off guard. #215833,surprise
"Unbelievable, but true! #549361",surprise
Every little sound makes me jump. #449476,fear
I'm terrified of what might happen. #857526,fear
Every little sound makes me jump. #747772,fear
This is so gross I can't handle it. #32635,disgust
I'm so furious about the situation. #850253,anger
Life is beautiful and I'm enjoying every moment. #772418,joy
My heart aches with sorrow. #166690,sadness
This is the best day of my life. #905079,joy
I'm terrified of what might happen. #951211,fear
What a pleasant surprise! #773237,surprise
I'm terrified of what might happen. #94700,fear
This gives me chills down my spine. #750336,fear
"Unbelievable, but true! #93128",surprise
That totally caught me off guard. #572054,surprise
I'm disgusted by what I saw. #704705,disgust
"Unbelievable, but true! #509942",surprise
It's incredibly disturbing. #789192,disgust
I'm disgusted by what I saw. #427663,disgust
I can't sleep because of the fear. #947116,fear
Life is beautiful and I'm enjoying every moment. #157805,joy
This is the best day of my life. #870260,joy
I'm so furious about the situation. #928398,anger
I’m shocked and amazed! #948364,surprise
I'm terrified of what might happen. #820332,fear
I miss the good times we had. #422165,sadness
I’m shocked and amazed! #850775,surprise
Tears keep falling from my eyes. #652239,sadness
"Unbelievable, but true! #340804",surprise
How could they do this to me? #831676,anger
That totally caught me off guard. #392733,surprise
I'm disgusted by what I saw. #333989,disgust
I did not see that coming! #458108,surprise
I'm bursting with happiness! #583346,joy
I can't sleep because of the fear. #129900,fear
I'm so furious about the situation. #199372,anger
I’m shocked and amazed! #688342,surprise
I'm disgusted by what I saw. #14125,disgust
My heart aches with sorrow. #964970,sadness
I can't stop smiling. #861077,joy
I'm so thrilled about the news. #244396,joy
I'm bursting with happiness! #401445,joy
I'm so scared right now. #899675,fear
I did not see that coming! #663693,surprise
I'm bursting with happiness! #7698,joy
This is so gross I can't handle it. #790369,disgust
"Unbelievable, but true! #877432",surprise
How could they do this to me? #182850,anger
I can't stop smiling. #334832,joy
This is absolutely infuriating! #355468,anger
I'm terrified of what might happen. #469785,fear
This makes my blood boil. #77508,anger
I'm terrified of what might happen. #864450,fear
I'm so furious about the situation. #277826,anger
I feel sick just thinking about it. #601403,disgust
I’m shocked and amazed! #489428,surprise
What a pleasant surprise! #244157,surprise
I feel sick just thinking about it. #386915,disgust
I feel empty inside. #59247,sadness
I'm disgusted by what I saw. #48583,disgust
Every little sound makes me jump. #463768,fear
I'm bursting with happiness! #515548,joy
My heart aches with sorrow. #528897,sadness
Life is beautiful and I'm enjoying every moment. #199685,joy
I’m shocked and amazed! #808416,surprise
I miss the good times we had. #421216,sadness
I'm terrified of what might happen. #221705,fear
This gives me chills down my spine. #6638,fear
I'm terrified of what might happen. #564547,fear
I can't believe this happened! #488385,anger
It's incredibly disturbing. #698035,disgust
I’m shocked and amazed! #102447,surprise
I'm so furious about the situation. #320638,anger
This gives me chills down my spine. #182462,fear
Every little sound makes me jump. #935600,fear
I'm so scared right now. #404210,fear
I'm so scared right now. #37998,fear
I feel sick just thinking about it. #578949,disgust
Life is beautiful and I'm enjoying every moment. #752679,joy
This is absolutely infuriating! #568637,anger
How could they do this to me? #151018,anger
I can't stop smiling. #356242,joy
"Unbelievable, but true! #493634",surprise
I'm bursting with happiness! #347819,joy
This is the best day of my life. #651740,joy
That totally caught me off guard. #249748,surprise
I feel sick just thinking about it. #763129,disgust
My heart aches with sorrow. #122573,sadness
This makes my blood boil. #332090,anger
I'm so thrilled about the news. #760186,joy
This is so gross I can't handle it. #296416,disgust
I can't believe this happened! #411117,anger
I feel sick just thinking about it. #189138,disgust
I feel sick just thinking about it. #935393,disgust
"Unbelievable, but true! #413591",surprise
I'm so thrilled about the news. #989846,joy
I'm bursting with happiness! #407929,joy
I can't believe this happened! #901589,anger
I feel empty inside. #363779,sadness
I can't believe this happened! #212734,anger
How could they do this to me? #495448,anger
That totally caught me off guard. #557110,surprise
I'm disgusted by what I saw. #836979,disgust
"Unbelievable, but true! #115237",surprise
I can't sleep because of the fear. #252789,fear
How could they do this to me? #752335,anger
I'm terrified of what might happen. #854049,fear
I'm so scared right now. #348576,fear
I feel empty inside. #637463,sadness
That totally caught me off guard. #809202,surprise
This makes my blood boil. #358502,anger
I did not see that coming! #597008,surprise
I can't stop smiling. #610235,joy
I'm so scared right now. #71046,fear
Every little sound makes me jump. #597445,fear
I'm so thrilled about the news. #375108,joy
I'm bursting with happiness! #598787,joy
Tears keep falling from my eyes. #868322,sadness
I'm disgusted by what I saw. #813315,disgust
Tears keep falling from my eyes. #260138,sadness
I'm bursting with happiness! #262783,joy
I’m shocked and amazed! #692301,surprise
I can't believe this happened! #868872,anger
I'm so furious about the situation. #110587,anger
That totally caught me off guard. #850141,surprise
I'm bursting with happiness! #161241,joy
I’m shocked and amazed! #327163,surprise
How could they do this to me? #544411,anger
Every little sound makes me jump. #928351,fear
